NOM, ACC, DAT, ILL, INE, etc. - nominal cases
pl - plural
P1sg, P2sg, P1pl, etc. - possessive with 1st person singular possessor, 2nd person singular possessor, 1st person plural possessor, etc.
NPoss - nominal possessive marking (é)
NPoss+ - plural of nominal possessive marking (éi)
comp - comparative
super - superlative

NOM	csúnya
super, P3sg, pl, NPoss+, FAC	legcsúnyábbjaiéivá
super, P3sg, pl, NPoss+, FOR	legcsúnyábbjaiéiként
super, P3sg, pl, NPoss+, CAU	legcsúnyábbjaiéiért
super, P3sg, pl, NPoss+, TER	legcsúnyábbjaiéiig

super, P1pl, NPoss+, NOM	legcsúnyábbunkéi
super, P1pl, NPoss+, ACC	legcsúnyábbunkéit
super, P1pl, NPoss+, DAT	legcsúnyábbunkéinak
super, P1pl, NPoss+, ILL	legcsúnyábbunkéiba
super, P1pl, NPoss+, INE	legcsúnyábbunkéiban
super, P1pl, NPoss+, ELA	legcsúnyábbunkéiból
super, P1pl, NPoss+, ALL	legcsúnyábbunkéihoz
super, P1pl, NPoss+, ADE	legcsúnyábbunkéinál
super, P1pl, NPoss+, ABL	legcsúnyábbunkéitól
super, P1pl, NPoss+, SUB	legcsúnyábbunkéira
super, P1pl, NPoss+, SUP	legcsúnyábbunkéin
super, P1pl, NPoss+, DEL	legcsúnyábbunkéiról
super, P1pl, NPoss+, INS	legcsúnyábbunkéival
super, P1pl, NPoss+, FAC	legcsúnyábbunkéivá
super, P1pl, NPoss+, FOR	legcsúnyábbunkéiként
super, P1pl, NPoss+, TEM	legcsúnyábbunkéikor
super, P1pl, NPoss+, CAU	legcsúnyábbunkéiért
super, P1pl, NPoss+, TER	legcsúnyábbunkéiig
super, P1pl, NPoss+, ESS	legcsúnyábbunkéiul
super, P1pl, pl, NPoss+, NOM	legcsúnyábbjainkéi
super, P1pl, pl, NPoss+, ACC	legcsúnyábbjainkéit
super, P1pl, pl, NPoss+, DAT	legcsúnyábbjainkéinak
super, P1pl, pl, NPoss+, ILL	legcsúnyábbjainkéiba
super, P1pl, pl, NPoss+, INE	legcsúnyábbjainkéiban
super, P1pl, pl, NPoss+, ELA	legcsúnyábbjainkéiból
super, P1pl, pl, NPoss+, ALL	legcsúnyábbjainkéihoz
super, P1pl, pl, NPoss+, ADE	legcsúnyábbjainkéinál
super, P1pl, pl, NPoss+, ABL	legcsúnyábbjainkéitól
super, P1pl, pl, NPoss+, SUB	legcsúnyábbjainkéira
super, P1pl, pl, NPoss+, SUP	legcsúnyábbjainkéin
super, P1pl, pl, NPoss+, DEL	legcsúnyábbjainkéiról
super, P1pl, pl, NPoss+, INS	legcsúnyábbjainkéival
super, P1pl, pl, NPoss+, FAC	legcsúnyábbjainkéivá
super, P1pl, pl, NPoss+, FOR	legcsúnyábbjainkéiként
super, P1pl, pl, NPoss+, CAU	legcsúnyábbjainkéiért
super, P1pl, pl, NPoss+, TER	legcsúnyábbjainkéiig

super, P2pl, NPoss+, NOM	legcsúnyábbotokéi
super, P2pl, NPoss+, ACC	legcsúnyábbotokéit
super, P2pl, NPoss+, DAT	legcsúnyábbotokéinak
super, P2pl, NPoss+, ILL	legcsúnyábbotokéiba
super, P2pl, NPoss+, INE	legcsúnyábbotokéiban
super, P2pl, NPoss+, ELA	legcsúnyábbotokéiból
super, P2pl, NPoss+, ALL	legcsúnyábbotokéihoz
super, P2pl, NPoss+, ADE	legcsúnyábbotokéinál
super, P2pl, NPoss+, ABL	legcsúnyábbotokéitól
super, P2pl, NPoss+, SUB	legcsúnyábbotokéira
super, P2pl, NPoss+, SUP	legcsúnyábbotokéin
super, P2pl, NPoss+, DEL	legcsúnyábbotokéiról
super, P2pl, NPoss+, INS	legcsúnyábbotokéival
super, P2pl, NPoss+, FAC	legcsúnyábbotokéivá
super, P2pl, NPoss+, FOR	legcsúnyábbotokéiként
super, P2pl, NPoss+, TEM	legcsúnyábbotokéikor
super, P2pl, NPoss+, CAU	legcsúnyábbotokéiért
super, P2pl, NPoss+, TER	legcsúnyábbotokéiig
super, P2pl, NPoss+, ESS	legcsúnyábbotokéiul
super, P2pl, pl, NPoss+, NOM	legcsúnyábbjaitokéi
super, P2pl, pl, NPoss+, ACC	legcsúnyábbjaitokéit
super, P2pl, pl, NPoss+, DAT	legcsúnyábbjaitokéinak
super, P2pl, pl, NPoss+, ILL	legcsúnyábbjaitokéiba
super, P2pl, pl, NPoss+, INE	legcsúnyábbjaitokéiban
super, P2pl, pl, NPoss+, ELA	legcsúnyábbjaitokéiból
super, P2pl, pl, NPoss+, ALL	legcsúnyábbjaitokéihoz
super, P2pl, pl, NPoss+, ADE	legcsúnyábbjaitokéinál
super, P2pl, pl, NPoss+, ABL	legcsúnyábbjaitokéitól
super, P2pl, pl, NPoss+, SUB	legcsúnyábbjaitokéira
super, P2pl, pl, NPoss+, SUP	legcsúnyábbjaitokéin
super, P2pl, pl, NPoss+, DEL	legcsúnyábbjaitokéiról
super, P2pl, pl, NPoss+, INS	legcsúnyábbjaitokéival
super, P2pl, pl, NPoss+, FAC	legcsúnyábbjaitokéivá
super, P2pl, pl, NPoss+, FOR	legcsúnyábbjaitokéiként
super, P2pl, pl, NPoss+, CAU	legcsúnyábbjaitokéiért
super, P2pl, pl, NPoss+, TER	legcsúnyábbjaitokéiig

super, P3pl, NPoss+, NOM	legcsúnyábbjukéi
super, P3pl, NPoss+, ACC	legcsúnyábbjukéit
super, P3pl, NPoss+, DAT	legcsúnyábbjukéinak
super, P3pl, NPoss+, ILL	legcsúnyábbjukéiba
super, P3pl, NPoss+, INE	legcsúnyábbjukéiban
super, P3pl, NPoss+, ELA	legcsúnyábbjukéiból
super, P3pl, NPoss+, ALL	legcsúnyábbjukéihoz
super, P3pl, NPoss+, ADE	legcsúnyábbjukéinál
super, P3pl, NPoss+, ABL	legcsúnyábbjukéitól
super, P3pl, NPoss+, SUB	legcsúnyábbjukéira
super, P3pl, NPoss+, SUP	legcsúnyábbjukéin
super, P3pl, NPoss+, DEL	legcsúnyábbjukéiról
super, P3pl, NPoss+, INS	legcsúnyábbjukéival
super, P3pl, NPoss+, FAC	legcsúnyábbjukéivá
super, P3pl, NPoss+, FOR	legcsúnyábbjukéiként
super, P3pl, NPoss+, TEM	legcsúnyábbjukéikor
super, P3pl, NPoss+, CAU	legcsúnyábbjukéiért
super, P3pl, NPoss+, TER	legcsúnyábbjukéiig
super, P3pl, NPoss+, ESS	legcsúnyábbjukéiul
super, P3pl, pl, NPoss+, NOM	legcsúnyábbjaikéi
super, P3pl, pl, NPoss+, ACC	legcsúnyábbjaikéit
super, P3pl, pl, NPoss+, DAT	legcsúnyábbjaikéinak
super, P3pl, pl, NPoss+, ILL	legcsúnyábbjaikéiba
super, P3pl, pl, NPoss+, INE	legcsúnyábbjaikéiban
super, P3pl, pl, NPoss+, ELA	legcsúnyábbjaikéiból
super, P3pl, pl, NPoss+, ALL	legcsúnyábbjaikéihoz
super, P3pl, pl, NPoss+, ADE	legcsúnyábbjaikéinál
super, P3pl, pl, NPoss+, ABL	legcsúnyábbjaikéitól
super, P3pl, pl, NPoss+, SUB	legcsúnyábbjaikéira
super, P3pl, pl, NPoss+, SUP	legcsúnyábbjaikéin
super, P3pl, pl, NPoss+, DEL	legcsúnyábbjaikéiról
super, P3pl, pl, NPoss+, INS	legcsúnyábbjaikéival
super, P3pl, pl, NPoss+, FAC	legcsúnyábbjaikéivá
super, P3pl, pl, NPoss+, FOR	legcsúnyábbjaikéiként
super, P3pl, pl, NPoss+, CAU	legcsúnyábbjaikéiért
super, P3pl, pl, NPoss+, TER	legcsúnyábbjaikéiig
