NOM, ACC, DAT, ILL, INE, etc. - nominal cases
pl - plural
P1sg, P2sg, P1pl, etc. - possessive with 1st person singular possessor, 2nd person singular possessor, 1st person plural possessor, etc.
NPoss - nominal possessive marking (é)
NPoss+ - plural of nominal possessive marking (éi)
comp - comparative
super - superlative

NOM	csúnya
comp, P1pl, pl, NPoss, FOR	csúnyábbjainkéként
comp, P1pl, pl, NPoss, CAU	csúnyábbjainkéért
comp, P1pl, pl, NPoss, TER	csúnyábbjainkéig

comp, P2pl, NPoss, NOM	csúnyábbotoké
comp, P2pl, NPoss, ACC	csúnyábbotokét
comp, P2pl, NPoss, DAT	csúnyábbotokénak
comp, P2pl, NPoss, ILL	csúnyábbotokéba
comp, P2pl, NPoss, INE	csúnyábbotokéban
comp, P2pl, NPoss, ELA	csúnyábbotokéból
comp, P2pl, NPoss, ALL	csúnyábbotokéhoz
comp, P2pl, NPoss, ADE	csúnyábbotokénál
comp, P2pl, NPoss, ABL	csúnyábbotokétól
comp, P2pl, NPoss, SUB	csúnyábbotokéra
comp, P2pl, NPoss, SUP	csúnyábbotokén
comp, P2pl, NPoss, DEL	csúnyábbotokéról
comp, P2pl, NPoss, INS	csúnyábbotokéval
comp, P2pl, NPoss, FAC	csúnyábbotokévá
comp, P2pl, NPoss, FOR	csúnyábbotokéként
comp, P2pl, NPoss, TEM	csúnyábbotokékor
comp, P2pl, NPoss, CAU	csúnyábbotokéért
comp, P2pl, NPoss, TER	csúnyábbotokéig
comp, P2pl, NPoss, ESS	csúnyábbotokéul
comp, P2pl, pl, NPoss, NOM	csúnyábbjaitoké
comp, P2pl, pl, NPoss, ACC	csúnyábbjaitokét
comp, P2pl, pl, NPoss, DAT	csúnyábbjaitokénak
comp, P2pl, pl, NPoss, ILL	csúnyábbjaitokéba
comp, P2pl, pl, NPoss, INE	csúnyábbjaitokéban
comp, P2pl, pl, NPoss, ELA	csúnyábbjaitokéból
comp, P2pl, pl, NPoss, ALL	csúnyábbjaitokéhoz
comp, P2pl, pl, NPoss, ADE	csúnyábbjaitokénál
comp, P2pl, pl, NPoss, ABL	csúnyábbjaitokétól
comp, P2pl, pl, NPoss, SUB	csúnyábbjaitokéra
comp, P2pl, pl, NPoss, SUP	csúnyábbjaitokén
comp, P2pl, pl, NPoss, DEL	csúnyábbjaitokéról
comp, P2pl, pl, NPoss, INS	csúnyábbjaitokéval
comp, P2pl, pl, NPoss, FAC	csúnyábbjaitokévá
comp, P2pl, pl, NPoss, FOR	csúnyábbjaitokéként
comp, P2pl, pl, NPoss, CAU	csúnyábbjaitokéért
comp, P2pl, pl, NPoss, TER	csúnyábbjaitokéig

comp, P3pl, NPoss, NOM	csúnyábbjuké
comp, P3pl, NPoss, ACC	csúnyábbjukét
comp, P3pl, NPoss, DAT	csúnyábbjukénak
comp, P3pl, NPoss, ILL	csúnyábbjukéba
comp, P3pl, NPoss, INE	csúnyábbjukéban
comp, P3pl, NPoss, ELA	csúnyábbjukéból
comp, P3pl, NPoss, ALL	csúnyábbjukéhoz
comp, P3pl, NPoss, ADE	csúnyábbjukénál
comp, P3pl, NPoss, ABL	csúnyábbjukétól
comp, P3pl, NPoss, SUB	csúnyábbjukéra
comp, P3pl, NPoss, SUP	csúnyábbjukén
comp, P3pl, NPoss, DEL	csúnyábbjukéról
comp, P3pl, NPoss, INS	csúnyábbjukéval
comp, P3pl, NPoss, FAC	csúnyábbjukévá
comp, P3pl, NPoss, FOR	csúnyábbjukéként
comp, P3pl, NPoss, TEM	csúnyábbjukékor
comp, P3pl, NPoss, CAU	csúnyábbjukéért
comp, P3pl, NPoss, TER	csúnyábbjukéig
comp, P3pl, NPoss, ESS	csúnyábbjukéul
comp, P3pl, pl, NPoss, NOM	csúnyábbjaiké
comp, P3pl, pl, NPoss, ACC	csúnyábbjaikét
comp, P3pl, pl, NPoss, DAT	csúnyábbjaikénak
comp, P3pl, pl, NPoss, ILL	csúnyábbjaikéba
comp, P3pl, pl, NPoss, INE	csúnyábbjaikéban
comp, P3pl, pl, NPoss, ELA	csúnyábbjaikéból
comp, P3pl, pl, NPoss, ALL	csúnyábbjaikéhoz
comp, P3pl, pl, NPoss, ADE	csúnyábbjaikénál
comp, P3pl, pl, NPoss, ABL	csúnyábbjaikétól
comp, P3pl, pl, NPoss, SUB	csúnyábbjaikéra
comp, P3pl, pl, NPoss, SUP	csúnyábbjaikén
comp, P3pl, pl, NPoss, DEL	csúnyábbjaikéról
comp, P3pl, pl, NPoss, INS	csúnyábbjaikéval
comp, P3pl, pl, NPoss, FAC	csúnyábbjaikévá
comp, P3pl, pl, NPoss, FOR	csúnyábbjaikéként
comp, P3pl, pl, NPoss, CAU	csúnyábbjaikéért
comp, P3pl, pl, NPoss, TER	csúnyábbjaikéig

comp, NPoss+, NOM	csúnyábbéi
comp, NPoss+, ACC	csúnyábbéit
comp, NPoss+, DAT	csúnyábbéinak
comp, NPoss+, ILL	csúnyábbéiba
comp, NPoss+, INE	csúnyábbéiban
comp, NPoss+, ELA	csúnyábbéiból
comp, NPoss+, ALL	csúnyábbéihoz
comp, NPoss+, ADE	csúnyábbéinál
comp, NPoss+, ABL	csúnyábbéitól
comp, NPoss+, SUB	csúnyábbéira
comp, NPoss+, SUP	csúnyábbéin
comp, NPoss+, DEL	csúnyábbéiról
comp, NPoss+, INS	csúnyábbéival
comp, NPoss+, FAC	csúnyábbéivá
comp, NPoss+, FOR	csúnyábbéiként
comp, NPoss+, TEM	csúnyábbéikor
comp, NPoss+, CAU	csúnyábbéiért
comp, NPoss+, TER	csúnyábbéiig
comp, NPoss+, SOC	csúnyábbéistul
comp, NPoss+, ESS	csúnyábbéiul
comp, pl, NPoss+, NOM	csúnyábbakéi
comp, pl, NPoss+, ACC	csúnyábbakéit
comp, pl, NPoss+, DAT	csúnyábbakéinak
comp, pl, NPoss+, ILL	csúnyábbakéiba
comp, pl, NPoss+, INE	csúnyábbakéiban
comp, pl, NPoss+, ELA	csúnyábbakéiból
comp, pl, NPoss+, ALL	csúnyábbakéihoz
comp, pl, NPoss+, ADE	csúnyábbakéinál
comp, pl, NPoss+, ABL	csúnyábbakéitól
comp, pl, NPoss+, SUB	csúnyábbakéira
comp, pl, NPoss+, SUP	csúnyábbakéin
comp, pl, NPoss+, DEL	csúnyábbakéiról
comp, pl, NPoss+, INS	csúnyábbakéival
comp, pl, NPoss+, FAC	csúnyábbakéivá
comp, pl, NPoss+, FOR	csúnyábbakéiként
comp, pl, NPoss+, CAU	csúnyábbakéiért
comp, pl, NPoss+, TER	csúnyábbakéiig

comp, P1sg, NPoss+, NOM	csúnyábbaméi
comp, P1sg, NPoss+, ACC	csúnyábbaméit
comp, P1sg, NPoss+, DAT	csúnyábbaméinak
comp, P1sg, NPoss+, ILL	csúnyábbaméiba
comp, P1sg, NPoss+, INE	csúnyábbaméiban
comp, P1sg, NPoss+, ELA	csúnyábbaméiból
comp, P1sg, NPoss+, ALL	csúnyábbaméihoz
comp, P1sg, NPoss+, ADE	csúnyábbaméinál
comp, P1sg, NPoss+, ABL	csúnyábbaméitól
comp, P1sg, NPoss+, SUB	csúnyábbaméira
comp, P1sg, NPoss+, SUP	csúnyábbaméin
comp, P1sg, NPoss+, DEL	csúnyábbaméiról
comp, P1sg, NPoss+, INS	csúnyábbaméival
comp, P1sg, NPoss+, FAC	csúnyábbaméivá
comp, P1sg, NPoss+, FOR	csúnyábbaméiként
comp, P1sg, NPoss+, TEM	csúnyábbaméikor
comp, P1sg, NPoss+, CAU	csúnyábbaméiért
comp, P1sg, NPoss+, TER	csúnyábbaméiig
comp, P1sg, NPoss+, ESS	csúnyábbaméiul
comp, P1sg, pl, NPoss+, NOM	csúnyábbjaiméi
comp, P1sg, pl, NPoss+, ACC	csúnyábbjaiméit
comp, P1sg, pl, NPoss+, DAT	csúnyábbjaiméinak
comp, P1sg, pl, NPoss+, ILL	csúnyábbjaiméiba
comp, P1sg, pl, NPoss+, INE	csúnyábbjaiméiban
comp, P1sg, pl, NPoss+, ELA	csúnyábbjaiméiból
comp, P1sg, pl, NPoss+, ALL	csúnyábbjaiméihoz
comp, P1sg, pl, NPoss+, ADE	csúnyábbjaiméinál
comp, P1sg, pl, NPoss+, ABL	csúnyábbjaiméitól
comp, P1sg, pl, NPoss+, SUB	csúnyábbjaiméira
comp, P1sg, pl, NPoss+, SUP	csúnyábbjaiméin
comp, P1sg, pl, NPoss+, DEL	csúnyábbjaiméiról
comp, P1sg, pl, NPoss+, INS	csúnyábbjaiméival
comp, P1sg, pl, NPoss+, FAC	csúnyábbjaiméivá
comp, P1sg, pl, NPoss+, FOR	csúnyábbjaiméiként
comp, P1sg, pl, NPoss+, CAU	csúnyábbjaiméiért
comp, P1sg, pl, NPoss+, TER	csúnyábbjaiméiig

comp, P2sg, NPoss+, NOM	csúnyábbadéi
comp, P2sg, NPoss+, ACC	csúnyábbadéit
comp, P2sg, NPoss+, DAT	csúnyábbadéinak
comp, P2sg, NPoss+, ILL	csúnyábbadéiba
comp, P2sg, NPoss+, INE	csúnyábbadéiban
comp, P2sg, NPoss+, ELA	csúnyábbadéiból
comp, P2sg, NPoss+, ALL	csúnyábbadéihoz
comp, P2sg, NPoss+, ADE	csúnyábbadéinál
comp, P2sg, NPoss+, ABL	csúnyábbadéitól
comp, P2sg, NPoss+, SUB	csúnyábbadéira
comp, P2sg, NPoss+, SUP	csúnyábbadéin
comp, P2sg, NPoss+, DEL	csúnyábbadéiról
comp, P2sg, NPoss+, INS	csúnyábbadéival
comp, P2sg, NPoss+, FAC	csúnyábbadéivá
comp, P2sg, NPoss+, FOR	csúnyábbadéiként
comp, P2sg, NPoss+, TEM	csúnyábbadéikor
comp, P2sg, NPoss+, CAU	csúnyábbadéiért
comp, P2sg, NPoss+, TER	csúnyábbadéiig
comp, P2sg, NPoss+, ESS	csúnyábbadéiul
comp, P2sg, pl, NPoss+, NOM	csúnyábbjaidéi
comp, P2sg, pl, NPoss+, ACC	csúnyábbjaidéit
comp, P2sg, pl, NPoss+, DAT	csúnyábbjaidéinak
comp, P2sg, pl, NPoss+, ILL	csúnyábbjaidéiba
comp, P2sg, pl, NPoss+, INE	csúnyábbjaidéiban
comp, P2sg, pl, NPoss+, ELA	csúnyábbjaidéiból
comp, P2sg, pl, NPoss+, ALL	csúnyábbjaidéihoz
comp, P2sg, pl, NPoss+, ADE	csúnyábbjaidéinál
comp, P2sg, pl, NPoss+, ABL	csúnyábbjaidéitól
comp, P2sg, pl, NPoss+, SUB	csúnyábbjaidéira
comp, P2sg, pl, NPoss+, SUP	csúnyábbjaidéin
comp, P2sg, pl, NPoss+, DEL	csúnyábbjaidéiról
comp, P2sg, pl, NPoss+, INS	csúnyábbjaidéival
comp, P2sg, pl, NPoss+, FAC	csúnyábbjaidéivá
comp, P2sg, pl, NPoss+, FOR	csúnyábbjaidéiként
comp, P2sg, pl, NPoss+, CAU	csúnyábbjaidéiért
comp, P2sg, pl, NPoss+, TER	csúnyábbjaidéiig

comp, P3sg, NPoss+, NOM	csúnyábbjáéi
comp, P3sg, NPoss+, ACC	csúnyábbjáéit
comp, P3sg, NPoss+, DAT	csúnyábbjáéinak
comp, P3sg, NPoss+, ILL	csúnyábbjáéiba
comp, P3sg, NPoss+, INE	csúnyábbjáéiban
comp, P3sg, NPoss+, ELA	csúnyábbjáéiból
comp, P3sg, NPoss+, ALL	csúnyábbjáéihoz
comp, P3sg, NPoss+, ADE	csúnyábbjáéinál
comp, P3sg, NPoss+, ABL	csúnyábbjáéitól
comp, P3sg, NPoss+, SUB	csúnyábbjáéira
comp, P3sg, NPoss+, SUP	csúnyábbjáéin
comp, P3sg, NPoss+, DEL	csúnyábbjáéiról
comp, P3sg, NPoss+, INS	csúnyábbjáéival
comp, P3sg, NPoss+, FAC	csúnyábbjáéivá
comp, P3sg, NPoss+, FOR	csúnyábbjáéiként
comp, P3sg, NPoss+, TEM	csúnyábbjáéikor
comp, P3sg, NPoss+, CAU	csúnyábbjáéiért
comp, P3sg, NPoss+, TER	csúnyábbjáéiig
comp, P3sg, NPoss+, ESS	csúnyábbjáéiul
comp, P3sg, pl, NPoss+, NOM	csúnyábbjaiéi
comp, P3sg, pl, NPoss+, ACC	csúnyábbjaiéit
comp, P3sg, pl, NPoss+, DAT	csúnyábbjaiéinak
comp, P3sg, pl, NPoss+, ILL	csúnyábbjaiéiba
comp, P3sg, pl, NPoss+, INE	csúnyábbjaiéiban
comp, P3sg, pl, NPoss+, ELA	csúnyábbjaiéiból
comp, P3sg, pl, NPoss+, ALL	csúnyábbjaiéihoz
comp, P3sg, pl, NPoss+, ADE	csúnyábbjaiéinál
comp, P3sg, pl, NPoss+, ABL	csúnyábbjaiéitól
comp, P3sg, pl, NPoss+, SUB	csúnyábbjaiéira
comp, P3sg, pl, NPoss+, SUP	csúnyábbjaiéin
comp, P3sg, pl, NPoss+, DEL	csúnyábbjaiéiról
comp, P3sg, pl, NPoss+, INS	csúnyábbjaiéival
comp, P3sg, pl, NPoss+, FAC	csúnyábbjaiéivá
comp, P3sg, pl, NPoss+, FOR	csúnyábbjaiéiként
comp, P3sg, pl, NPoss+, CAU	csúnyábbjaiéiért
comp, P3sg, pl, NPoss+, TER	csúnyábbjaiéiig

comp, P1pl, NPoss+, NOM	csúnyábbunkéi
comp, P1pl, NPoss+, ACC	csúnyábbunkéit
comp, P1pl, NPoss+, DAT	csúnyábbunkéinak
comp, P1pl, NPoss+, ILL	csúnyábbunkéiba
comp, P1pl, NPoss+, INE	csúnyábbunkéiban
comp, P1pl, NPoss+, ELA	csúnyábbunkéiból
comp, P1pl, NPoss+, ALL	csúnyábbunkéihoz
comp, P1pl, NPoss+, ADE	csúnyábbunkéinál
comp, P1pl, NPoss+, ABL	csúnyábbunkéitól
comp, P1pl, NPoss+, SUB	csúnyábbunkéira
comp, P1pl, NPoss+, SUP	csúnyábbunkéin
comp, P1pl, NPoss+, DEL	csúnyábbunkéiról
comp, P1pl, NPoss+, INS	csúnyábbunkéival
comp, P1pl, NPoss+, FAC	csúnyábbunkéivá
comp, P1pl, NPoss+, FOR	csúnyábbunkéiként
comp, P1pl, NPoss+, TEM	csúnyábbunkéikor
comp, P1pl, NPoss+, CAU	csúnyábbunkéiért
comp, P1pl, NPoss+, TER	csúnyábbunkéiig
comp, P1pl, NPoss+, ESS	csúnyábbunkéiul
comp, P1pl, pl, NPoss+, NOM	csúnyábbjainkéi
comp, P1pl, pl, NPoss+, ACC	csúnyábbjainkéit
comp, P1pl, pl, NPoss+, DAT	csúnyábbjainkéinak
comp, P1pl, pl, NPoss+, ILL	csúnyábbjainkéiba
comp, P1pl, pl, NPoss+, INE	csúnyábbjainkéiban
comp, P1pl, pl, NPoss+, ELA	csúnyábbjainkéiból
comp, P1pl, pl, NPoss+, ALL	csúnyábbjainkéihoz
comp, P1pl, pl, NPoss+, ADE	csúnyábbjainkéinál
comp, P1pl, pl, NPoss+, ABL	csúnyábbjainkéitól
comp, P1pl, pl, NPoss+, SUB	csúnyábbjainkéira
comp, P1pl, pl, NPoss+, SUP	csúnyábbjainkéin
comp, P1pl, pl, NPoss+, DEL	csúnyábbjainkéiról
comp, P1pl, pl, NPoss+, INS	csúnyábbjainkéival
comp, P1pl, pl, NPoss+, FAC	csúnyábbjainkéivá
comp, P1pl, pl, NPoss+, FOR	csúnyábbjainkéiként
comp, P1pl, pl, NPoss+, CAU	csúnyábbjainkéiért
comp, P1pl, pl, NPoss+, TER	csúnyábbjainkéiig

comp, P2pl, NPoss+, NOM	csúnyábbotokéi
comp, P2pl, NPoss+, ACC	csúnyábbotokéit
comp, P2pl, NPoss+, DAT	csúnyábbotokéinak
comp, P2pl, NPoss+, ILL	csúnyábbotokéiba
comp, P2pl, NPoss+, INE	csúnyábbotokéiban
comp, P2pl, NPoss+, ELA	csúnyábbotokéiból
comp, P2pl, NPoss+, ALL	csúnyábbotokéihoz
comp, P2pl, NPoss+, ADE	csúnyábbotokéinál
comp, P2pl, NPoss+, ABL	csúnyábbotokéitól
comp, P2pl, NPoss+, SUB	csúnyábbotokéira
comp, P2pl, NPoss+, SUP	csúnyábbotokéin
comp, P2pl, NPoss+, DEL	csúnyábbotokéiról
comp, P2pl, NPoss+, INS	csúnyábbotokéival
comp, P2pl, NPoss+, FAC	csúnyábbotokéivá
comp, P2pl, NPoss+, FOR	csúnyábbotokéiként
comp, P2pl, NPoss+, TEM	csúnyábbotokéikor
comp, P2pl, NPoss+, CAU	csúnyábbotokéiért
comp, P2pl, NPoss+, TER	csúnyábbotokéiig
comp, P2pl, NPoss+, ESS	csúnyábbotokéiul
comp, P2pl, pl, NPoss+, NOM	csúnyábbjaitokéi
comp, P2pl, pl, NPoss+, ACC	csúnyábbjaitokéit
comp, P2pl, pl, NPoss+, DAT	csúnyábbjaitokéinak
comp, P2pl, pl, NPoss+, ILL	csúnyábbjaitokéiba
comp, P2pl, pl, NPoss+, INE	csúnyábbjaitokéiban
comp, P2pl, pl, NPoss+, ELA	csúnyábbjaitokéiból
comp, P2pl, pl, NPoss+, ALL	csúnyábbjaitokéihoz
comp, P2pl, pl, NPoss+, ADE	csúnyábbjaitokéinál
comp, P2pl, pl, NPoss+, ABL	csúnyábbjaitokéitól
comp, P2pl, pl, NPoss+, SUB	csúnyábbjaitokéira
comp, P2pl, pl, NPoss+, SUP	csúnyábbjaitokéin
comp, P2pl, pl, NPoss+, DEL	csúnyábbjaitokéiról
comp, P2pl, pl, NPoss+, INS	csúnyábbjaitokéival
comp, P2pl, pl, NPoss+, FAC	csúnyábbjaitokéivá
comp, P2pl, pl, NPoss+, FOR	csúnyábbjaitokéiként
comp, P2pl, pl, NPoss+, CAU	csúnyábbjaitokéiért
comp, P2pl, pl, NPoss+, TER	csúnyábbjaitokéiig

comp, P3pl, NPoss+, NOM	csúnyábbjukéi
comp, P3pl, NPoss+, ACC	csúnyábbjukéit
comp, P3pl, NPoss+, DAT	csúnyábbjukéinak
comp, P3pl, NPoss+, ILL	csúnyábbjukéiba
comp, P3pl, NPoss+, INE	csúnyábbjukéiban
comp, P3pl, NPoss+, ELA	csúnyábbjukéiból
comp, P3pl, NPoss+, ALL	csúnyábbjukéihoz
comp, P3pl, NPoss+, ADE	csúnyábbjukéinál
comp, P3pl, NPoss+, ABL	csúnyábbjukéitól
comp, P3pl, NPoss+, SUB	csúnyábbjukéira
comp, P3pl, NPoss+, SUP	csúnyábbjukéin
comp, P3pl, NPoss+, DEL	csúnyábbjukéiról
comp, P3pl, NPoss+, INS	csúnyábbjukéival
comp, P3pl, NPoss+, FAC	csúnyábbjukéivá
comp, P3pl, NPoss+, FOR	csúnyábbjukéiként
comp, P3pl, NPoss+, TEM	csúnyábbjukéikor
comp, P3pl, NPoss+, CAU	csúnyábbjukéiért
comp, P3pl, NPoss+, TER	csúnyábbjukéiig
comp, P3pl, NPoss+, ESS	csúnyábbjukéiul
comp, P3pl, pl, NPoss+, NOM	csúnyábbjaikéi
comp, P3pl, pl, NPoss+, ACC	csúnyábbjaikéit
comp, P3pl, pl, NPoss+, DAT	csúnyábbjaikéinak
comp, P3pl, pl, NPoss+, ILL	csúnyábbjaikéiba
comp, P3pl, pl, NPoss+, INE	csúnyábbjaikéiban
comp, P3pl, pl, NPoss+, ELA	csúnyábbjaikéiból
comp, P3pl, pl, NPoss+, ALL	csúnyábbjaikéihoz
comp, P3pl, pl, NPoss+, ADE	csúnyábbjaikéinál
comp, P3pl, pl, NPoss+, ABL	csúnyábbjaikéitól
comp, P3pl, pl, NPoss+, SUB	csúnyábbjaikéira
comp, P3pl, pl, NPoss+, SUP	csúnyábbjaikéin
comp, P3pl, pl, NPoss+, DEL	csúnyábbjaikéiról
comp, P3pl, pl, NPoss+, INS	csúnyábbjaikéival
comp, P3pl, pl, NPoss+, FAC	csúnyábbjaikéivá
comp, P3pl, pl, NPoss+, FOR	csúnyábbjaikéiként
comp, P3pl, pl, NPoss+, CAU	csúnyábbjaikéiért
comp, P3pl, pl, NPoss+, TER	csúnyábbjaikéiig

super, NOM	legcsúnyább
super, ACC	legcsúnyábbat
super, DAT	legcsúnyábbnak
super, ILL	legcsúnyábba
super, INE	legcsúnyábban
super, ELA	legcsúnyábból
super, ALL	legcsúnyábbhoz
super, ADE	legcsúnyábbnál
super, ABL	legcsúnyábbtól
super, SUB	legcsúnyábbra
super, SUP	legcsúnyábbon
super, DEL	legcsúnyábbról
super, INS	legcsúnyábbal
super, FAC	legcsúnyábbá
super, FOR	legcsúnyábbként
super, TEM	legcsúnyábbkor
super, CAU	legcsúnyábbért
super, TER	legcsúnyábbig
super, SOC	legcsúnyábbastul
super, ESS	legcsúnyábbul
super, MOD	legcsúnyábban
super, pl, NOM	legcsúnyábbak
super, pl, ACC	legcsúnyábbakat
super, pl, DAT	legcsúnyábbaknak
super, pl, ILL	legcsúnyábbakba
super, pl, INE	legcsúnyábbakban
super, pl, ELA	legcsúnyábbakból
super, pl, ALL	legcsúnyábbakhoz
super, pl, ADE	legcsúnyábbaknál
super, pl, ABL	legcsúnyábbaktól
super, pl, SUB	legcsúnyábbakra
super, pl, SUP	legcsúnyábbakon
super, pl, DEL	legcsúnyábbakról
super, pl, INS	legcsúnyábbakkal
super, pl, FAC	legcsúnyábbakká
super, pl, FOR	legcsúnyábbakként
super, pl, CAU	legcsúnyábbakért
super, pl, TER	legcsúnyábbakig

super, P1sg, NOM	legcsúnyábbam
super, P1sg, ACC	legcsúnyábbamat
super, P1sg, DAT	legcsúnyábbamnak
super, P1sg, ILL	legcsúnyábbamba
super, P1sg, INE	legcsúnyábbamban
super, P1sg, ELA	legcsúnyábbamból
super, P1sg, ALL	legcsúnyábbamhoz
super, P1sg, ADE	legcsúnyábbamnál
super, P1sg, ABL	legcsúnyábbamtól
super, P1sg, SUB	legcsúnyábbamra
super, P1sg, SUP	legcsúnyábbamon
super, P1sg, DEL	legcsúnyábbamról
super, P1sg, INS	legcsúnyábbammal
super, P1sg, FAC	legcsúnyábbammá
super, P1sg, FOR	legcsúnyábbamként
super, P1sg, TEM	legcsúnyábbamkor
super, P1sg, CAU	legcsúnyábbamért
super, P1sg, TER	legcsúnyábbamig
super, P1sg, ESS	legcsúnyábbamul
super, P1sg, pl, NOM	legcsúnyábbjaiam
super, P1sg, pl, ACC	legcsúnyábbjaiamat
super, P1sg, pl, DAT	legcsúnyábbjaiamnak
super, P1sg, pl, ILL	legcsúnyábbjaiamba
super, P1sg, pl, INE	legcsúnyábbjaiamban
super, P1sg, pl, ELA	legcsúnyábbjaiamból
super, P1sg, pl, ALL	legcsúnyábbjaiamhoz
super, P1sg, pl, ADE	legcsúnyábbjaiamnál
super, P1sg, pl, ABL	legcsúnyábbjaiamtól
super, P1sg, pl, SUB	legcsúnyábbjaiamra
super, P1sg, pl, SUP	legcsúnyábbjaiamon
super, P1sg, pl, DEL	legcsúnyábbjaiamról
super, P1sg, pl, INS	legcsúnyábbjaiammal
super, P1sg, pl, FAC	legcsúnyábbjaiammá
super, P1sg, pl, FOR	legcsúnyábbjaiamként
super, P1sg, pl, CAU	legcsúnyábbjaiamért
super, P1sg, pl, TER	legcsúnyábbjaiamig
 
super, P2sg, NOM	legcsúnyábbad
super, P2sg, ACC	legcsúnyábbadat
super, P2sg, DAT	legcsúnyábbadnak
super, P2sg, ILL	legcsúnyábbadba
super, P2sg, INE	legcsúnyábbadban
super, P2sg, ELA	legcsúnyábbadból
super, P2sg, ALL	legcsúnyábbadhoz
super, P2sg, ADE	legcsúnyábbadnál
super, P2sg, ABL	legcsúnyábbadtól
super, P2sg, SUB	legcsúnyábbadra
super, P2sg, SUP	legcsúnyábbadon
super, P2sg, DEL	legcsúnyábbadról
super, P2sg, INS	legcsúnyábbaddal
super, P2sg, FAC	legcsúnyábbaddá
super, P2sg, FOR	legcsúnyábbadként
super, P2sg, TEM	legcsúnyábbadkor
super, P2sg, CAU	legcsúnyábbadért
super, P2sg, TER	legcsúnyábbadig
super, P2sg, ESS	legcsúnyábbadul
super, P2sg, pl, NOM	legcsúnyábbjaid
super, P2sg, pl, ACC	legcsúnyábbjaidat
super, P2sg, pl, DAT	legcsúnyábbjaidnak
super, P2sg, pl, ILL	legcsúnyábbjaidba
super, P2sg, pl, INE	legcsúnyábbjaidban
super, P2sg, pl, ELA	legcsúnyábbjaidból
super, P2sg, pl, ALL	legcsúnyábbjaidhoz
super, P2sg, pl, ADE	legcsúnyábbjaidnál
super, P2sg, pl, ABL	legcsúnyábbjaidtól
super, P2sg, pl, SUB	legcsúnyábbjaidra
super, P2sg, pl, SUP	legcsúnyábbjaidon
super, P2sg, pl, DEL	legcsúnyábbjaidról
super, P2sg, pl, INS	legcsúnyábbjaiddal
super, P2sg, pl, FAC	legcsúnyábbjaiddá
super, P2sg, pl, FOR	legcsúnyábbjaidként
super, P2sg, pl, CAU	legcsúnyábbjaidért
super, P2sg, pl, TER	legcsúnyábbjaidig

super, P3sg, NOM	legcsúnyábbja
super, P3sg, ACC	legcsúnyábbját
super, P3sg, DAT	legcsúnyábbjának
super, P3sg, ILL	legcsúnyábbjába
super, P3sg, INE	legcsúnyábbjában
super, P3sg, ELA	legcsúnyábbjából
super, P3sg, ALL	legcsúnyábbjához
super, P3sg, ADE	legcsúnyábbjánál
super, P3sg, ABL	legcsúnyábbjától
super, P3sg, SUB	legcsúnyábbjára
super, P3sg, SUP	legcsúnyábbján
super, P3sg, DEL	legcsúnyábbjáról
super, P3sg, INS	legcsúnyábbjával
super, P3sg, FAC	legcsúnyábbjává
super, P3sg, FOR	legcsúnyábbjaként
super, P3sg, TEM	legcsúnyábbjakor
super, P3sg, CAU	legcsúnyábbjáért
super, P3sg, TER	legcsúnyábbjáig
super, P3sg, ESS	legcsúnyábbjául
super, P3sg, pl, NOM	legcsúnyábbjai
super, P3sg, pl, ACC	legcsúnyábbjait
super, P3sg, pl, DAT	legcsúnyábbjainak
super, P3sg, pl, ILL	legcsúnyábbjaiba
super, P3sg, pl, INE	legcsúnyábbjaiban
super, P3sg, pl, ELA	legcsúnyábbjaiból
super, P3sg, pl, ALL	legcsúnyábbjaihoz
super, P3sg, pl, ADE	legcsúnyábbjainál
super, P3sg, pl, ABL	legcsúnyábbjaitól
super, P3sg, pl, SUB	legcsúnyábbjaira
super, P3sg, pl, SUP	legcsúnyábbjain
super, P3sg, pl, DEL	legcsúnyábbjairól
super, P3sg, pl, INS	legcsúnyábbjaival
super, P3sg, pl, FAC	legcsúnyábbjaivá
super, P3sg, pl, FOR	legcsúnyábbjaiként
super, P3sg, pl, CAU	legcsúnyábbjaiért
super, P3sg, pl, TER	legcsúnyábbjaiig

super, P1pl, NOM	legcsúnyábbunk
super, P1pl, ACC	legcsúnyábbunkat
super, P1pl, DAT	legcsúnyábbunknak
super, P1pl, ILL	legcsúnyábbunkba
super, P1pl, INE	legcsúnyábbunkban
super, P1pl, ELA	legcsúnyábbunkból
super, P1pl, ALL	legcsúnyábbunkhoz
super, P1pl, ADE	legcsúnyábbunknál
super, P1pl, ABL	legcsúnyábbunktól
super, P1pl, SUB	legcsúnyábbunkra
super, P1pl, SUP	legcsúnyábbunkon
super, P1pl, DEL	legcsúnyábbunkról
super, P1pl, INS	legcsúnyábbunkkal
super, P1pl, FAC	legcsúnyábbunkká
super, P1pl, FOR	legcsúnyábbunkként
super, P1pl, CAU	legcsúnyábbunkért
super, P1pl, TER	legcsúnyábbunkig
super, P1pl, ESS	legcsúnyábbunkul
super, P1pl, pl, NOM	legcsúnyábbjaink
super, P1pl, pl, ACC	legcsúnyábbjainkat
super, P1pl, pl, DAT	legcsúnyábbjainknak
super, P1pl, pl, ILL	legcsúnyábbjainkba
super, P1pl, pl, INE	legcsúnyábbjainkban
super, P1pl, pl, ELA	legcsúnyábbjainkból
